,issuer,period,cik,title,trans_date,trans_code,equity_involved,shares,price,acc_disp,owner_nature,post_shares,post_values,shares_notes,price_notes
487,72971,2014-01-21,1201226,"Common Stock, $1 2/3 Par Value",2014-01-21,G,False,952.0,0.0,D,I,728.0,,,
488,72971,2014-01-21,1201226,"Common Stock, $1 2/3 Par Value",2014-01-22,G,False,1800.0,0.0,D,I,0.0,,,
489,72971,2014-01-09,1204994,"Common Stock, $1 2/3 Par Value",2014-01-09,G,False,846.0,0.0,D,D,0.0,,,
490,72971,2014-01-09,1204994,"Common Stock, $1 2/3 Par Value",2014-01-09,G,False,846.0,0.0,A,I,13803.0,,,
491,72971,2014-02-19,1201222,"Common Stock, $1 2/3 Par Value",2014-02-19,G,False,4400.0,0.0,D,I,254372.0,,,
492,72971,2014-02-21,1042343,"Common Stock, $1 2/3 Par Value",2014-02-21,M,False,6561.0,33.69,A,D,23858.0,,,
493,72971,2014-02-21,1042343,"Common Stock, $1 2/3 Par Value",2014-02-21,F,False,4847.0,45.6,D,D,19011.0,,,
494,72971,2014-03-01,1332215,"Common Stock, $1 2/3 Par Value",2014-03-01,M,False,4794.0,46.42,A,D,32482.415,,Fractional number of phantom stock units rounded up and paid out in whole number of shares under the terms of the applicable director deferral plan.,
495,72971,2014-02-28,1360758,"Common Stock, $1 2/3 Par Value",2014-02-28,S,False,25794.0,46.54,D,I,99129.559,,,
496,72971,2014-02-28,1360758,"Common Stock, $1 2/3 Par Value",2014-03-01,M,False,12.33,46.15,A,D,12.33,,Includes a fractional share (0.44) for which the executive received $20.30 in cash.,
497,72971,2014-02-28,1360758,"Common Stock, $1 2/3 Par Value",2014-03-01,F,False,4.89,46.15,D,D,7.44,,,
498,72971,2014-03-01,1166862,"Common Stock, $1 2/3 Par Value",2014-03-01,M,False,4794.0,46.42,A,D,13047.0,,Fractional number of phantom stock units rounded up and paid out in whole number of shares under the terms of the applicable director deferral plan.,
499,72971,2014-02-28,1112671,"Common Stock, $1 2/3 Par Value",2014-02-28,M,False,6833.0,32.35,A,D,87236.0,,,
500,72971,2014-02-28,1112671,"Common Stock, $1 2/3 Par Value",2014-02-28,F,False,4761.0,46.42,D,D,82475.0,,,
501,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,129205.3945,0.0,A,D,129205.3945,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
502,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,65924.3945,47.4,D,D,63281.0,,,
503,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,21548.9213,0.0,A,D,84829.9213,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
504,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,10395.9213,47.4,D,D,74434.0,,,
505,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,5742.1979,0.0,A,D,80176.1979,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
506,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,2795.1979,47.4,D,D,77381.0,,,
507,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,4223.8088,0.0,A,D,81604.8088,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-fourth of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
508,72971,2014-03-15,1201222,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,2032.8088,47.4,D,D,79572.0,,,
509,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,258411.8704,0.0,A,D,473541.8704,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
510,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,123391.8704,47.4,D,D,350150.0,,,
511,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1501.9165,0.0,A,D,351651.9165,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014. Original grant date was 2/28/2012. This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
512,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,681.9165,47.4,D,D,350970.0,,,
513,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1913.7055,0.0,A,D,352883.7055,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
514,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,869.7055,47.4,D,D,352014.0,,,
515,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1330.586,0.0,A,D,353344.586,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
516,72971,2014-03-15,1232064,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,604.586,47.4,D,D,352740.0,,,
517,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,64603.2379,0.0,A,D,64603.2379,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
518,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,30978.2379,47.4,D,D,33625.0,,,
519,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,29928.6946,0.0,A,D,63553.6946,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
520,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,13647.6946,47.4,D,D,49906.0,,,
521,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,765.4822,0.0,A,D,50671.4822,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
522,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,349.4822,47.4,D,D,50322.0,,,
523,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,6718.5119,0.0,A,D,57040.5119,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
524,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,3064.5119,47.4,D,D,53976.0,,,
525,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,825.6829,0.0,A,D,54801.6829,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
526,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,376.6829,47.4,D,D,54425.0,,,
527,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,587.1442,0.0,A,D,55012.1442,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third  of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
528,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,268.1442,47.4,D,D,54744.0,,,
529,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,5282.2411,0.0,A,D,60026.2411,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-fourth of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
530,72971,2014-03-15,1527028,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,2409.2411,47.4,D,D,57617.0,,,
531,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,335934.2425,0.0,A,D,335934.2425,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
532,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,175291.2425,47.4,D,D,160643.0,,,
533,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,3828.4921,0.0,A,D,164471.4921,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
534,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,1908.4921,47.4,D,D,162563.0,,,
535,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,3284.7134,0.0,A,D,165847.7134,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
536,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,1637.7134,47.4,D,D,164210.0,,,
537,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,2817.4696,0.0,A,D,167027.4696,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
538,72971,2014-03-15,1201226,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,1404.4696,47.4,D,D,165623.0,,,
539,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,86136.209,0.0,A,D,132422.209,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
540,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,44946.209,47.4,D,D,87476.0,,,
541,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,21548.9213,0.0,A,D,109024.9213,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
542,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,10737.9213,47.4,D,D,98287.0,,,
543,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1339.5937,0.0,A,D,99626.5937,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
544,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,667.5937,47.4,D,D,98959.0,,,
545,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1239.0547,0.0,A,D,100198.0547,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
546,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,618.0547,47.4,D,D,99580.0,,,
547,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1170.1753,0.0,A,D,100750.1753,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
548,72971,2014-03-15,1201666,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,583.1753,47.4,D,D,100167.0,,,
549,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,129205.3945,0.0,A,D,129212.8345,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
550,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,67419.3945,47.4,D,D,61793.44,,,
551,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,23942.5201,0.0,A,D,85735.9601,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
552,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,11623.5201,47.4,D,D,74112.44,,,
553,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1913.7055,0.0,A,D,76026.1455,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
554,72971,2014-03-15,1360758,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,953.7055,47.4,D,D,75072.44,,,
555,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,258411.8704,0.0,A,D,258411.8704,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
556,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,134839.8704,47.4,D,D,123572.0,,,
557,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1674.7624,0.0,A,D,125246.7624,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
558,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,874.7624,47.4,D,D,124372.0,,,
559,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1501.9165,0.0,A,D,125873.9165,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
560,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,783.9165,47.4,D,D,125090.0,,,
561,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1330.586,0.0,A,D,126420.586,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
562,72971,2014-03-15,1331834,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,694.586,47.4,D,D,125726.0,,,
563,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,103363.8832,0.0,A,D,254727.8832,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
564,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,49821.8832,47.4,D,D,204906.0,,,
565,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,642.3158,0.0,A,D,205548.3158,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
566,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,295.3158,47.4,D,D,205253.0,,,
567,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,587.1442,0.0,A,D,205840.1442,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
568,72971,2014-03-15,1452637,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,270.1442,47.4,D,D,205570.0,,,
569,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,284251.2197,0.0,A,D,599124.2197,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
570,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,148323.2197,47.4,D,D,450801.0,,,
571,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,53871.2147,0.0,A,D,504672.2147,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
572,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,28110.2147,47.4,D,D,476562.0,,,
573,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,8231.0959,0.0,A,D,484793.0959,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
574,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,4295.0959,47.4,D,D,480498.0,,,
575,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1501.9165,0.0,A,D,481999.9165,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
576,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,783.9165,47.4,D,D,481216.0,,,
577,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1878.6558,0.0,A,D,483094.6558,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
578,72971,2014-03-15,1502510,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,980.6558,47.4,D,D,482114.0,,,
579,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,129205.3945,0.0,A,D,220038.3945,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
580,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,67419.3945,47.4,D,D,152619.0,,,
581,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,21548.9213,0.0,A,D,174167.9213,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/23/2010.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
582,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,10737.9213,47.4,D,D,163430.0,,,
583,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,3828.4921,0.0,A,D,167258.4921,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
584,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,1908.4921,47.4,D,D,165350.0,,,
585,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,6335.1831,0.0,A,D,171685.1831,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-fourth of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
586,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,3157.1831,47.4,D,D,168528.0,,,
587,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,5282.2411,0.0,A,D,173810.2411,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-fourth of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
588,72971,2014-03-15,1274257,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,2632.2411,47.4,D,D,171178.0,,,
589,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,620186.5433,0.0,A,D,620186.5433,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
590,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,323613.5433,47.4,D,D,296573.0,,,
591,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,8805.2073,0.0,A,D,305378.2073,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
592,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,4388.2073,47.4,D,D,300990.0,,,
593,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,7883.7364,0.0,A,D,308873.7364,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
594,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,3928.7364,47.4,D,D,304945.0,,,
595,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,9391.2222,0.0,A,D,314336.2222,,Number of shares represents a RSR vesting on 3/15/2014. Original grant date was 3/8/2013. This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
596,72971,2014-03-15,1201258,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,4680.2222,47.4,D,D,309656.0,,,
597,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,284251.2197,0.0,A,D,284251.2197,,"These shares represent common stock of Wells Fargo & Company (the ""Company"")  acquired on March 15, 2014 upon settlement of a Performance Share award granted on February 22, 2011 in connection with the attainment of pre-established performance goals over the three-year performance period ended December 31, 2013 (as previously disclosed on a Form 4 filed on March 4, 2014).",
598,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,148323.2197,47.4,D,D,135928.0,,,
599,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,899.5496,0.0,A,D,136827.5496,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2014.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
600,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,469.5496,47.4,D,D,136358.0,,,
601,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1501.9165,0.0,A,D,137859.9165,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 2/28/2012.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
602,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,783.9165,47.4,D,D,137076.0,,,
603,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,M,False,1659.6335,0.0,A,D,138735.6335,,Number of shares represents a RSR vesting on 3/15/2014.  Original grant date was 3/8/2013.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
604,72971,2014-03-15,1201261,"Common Stock, $1 2/3 Par Value",2014-03-15,F,False,866.6335,47.4,D,D,137869.0,,,
605,72971,2014-04-14,1204994,"Common Stock, $1 2/3 Par Value",2014-04-14,M,False,6489.0,34.06,A,D,6489.0,,,
606,72971,2014-04-14,1204994,"Common Stock, $1 2/3 Par Value",2014-04-14,F,False,4593.0,48.11,D,D,1896.0,,,
607,72971,2014-04-15,1232064,"Common Stock, $1 2/3 Par Value",2014-04-15,S,False,71800.0,48.54,D,D,280940.0,,,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $48.48 to $48.6001 inclusive. The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the ranges set forth in footnote (1) to this Form 4."
608,72971,2014-04-16,1527028,"Common Stock, $1 2/3 Par Value",2014-03-20,G,False,57617.0,0.0,A,I,122315.0,,,
609,72971,2014-04-16,1527028,"Common Stock, $1 2/3 Par Value",2014-03-20,G,False,57617.0,0.0,D,D,0.0,,,
610,72971,2014-04-16,1527028,"Common Stock, $1 2/3 Par Value",2014-04-16,S,False,28462.0,49.08,D,I,93853.0,,,
611,72971,2014-04-15,1331834,"Common Stock, $1 2/3 Par Value",2014-04-02,G,False,125726.0,0.0,A,I,258036.0,,,
612,72971,2014-04-15,1331834,"Common Stock, $1 2/3 Par Value",2014-04-02,G,False,125726.0,0.0,D,D,0.0,,,
